LotDescription,Return Month,EvidencedSpend,Sector,SME or Large,,SupplierName,CustomerName
Specialist Cloud Services,01/05/2013,10395,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/05/2013,6930,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/05/2013,6930,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/12/2012,9033.75,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/12/2012,495,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/12/2012,7177.5,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/12/2012,4950,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/01/2013,9405,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/01/2013,10395,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/08/2012,6930,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/08/2012,10890,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/09/2012,9157.5,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/09/2012,4950,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/09/2012,9900,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/02/2013,9900,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/02/2013,2970,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/02/2013,9157.5,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/02/2013,6435,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/02/2013,4455,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/02/2013,9405,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/02/2013,9900,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/01/2013,13425,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/01/2013,20352.5,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/01/2013,6370,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/01/2013,8330,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/02/2013,9800,Health,Large,,BJSS LTD,NHS Shared Business Services
Specialist Cloud Services,01/02/2013,5390,Health,Large,,BJSS LTD,NHS Shared Business Services
Specialist Cloud Services,01/01/2013,10045,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/03/2013,9800,Health,Large,,BJSS LTD,NHS Shared Business Services
Specialist Cloud Services,01/04/2013,9310,Health,Large,,BJSS LTD,NHS Shared Business Services
Specialist Cloud Services,01/07/2013,-9405,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,-9900,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/06/2013,9900,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/06/2013,5445,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,-11385,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/06/2013,9900,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/06/2013,9157.5,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,-8910,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/06/2013,9900,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,-9900,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,6435,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,4504.5,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,7400.25,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,5148,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,6113.25,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/08/2013,6435,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/06/2013,47992.5,Central Government,Large,,BJSS LTD,FCO Services
Specialist Cloud Services,01/03/2013,1980,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/03/2013,9900,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/03/2013,9652.5,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/03/2013,9900,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/03/2013,9405,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/03/2013,8910,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/04/2013,9900,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/05/2013,9900,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/06/2013,-4950,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/05/2013,9900,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/11/2012,78705,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/12/2012,6930,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/12/2012,7920,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/01/2013,10642.5,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/08/2012,6435,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/09/2012,9652.5,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/02/2013,8662.5,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/07/2013,4900,Health,Large,,BJSS LTD,City and Hackney Pct Com
Specialist Cloud Services,01/01/2013,8330,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/01/2013,10290,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/01/2013,4900,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/01/2013,10290,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/01/2013,10290,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/01/2013,9800,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/01/2013,10045,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/01/2013,10780,Health,Large,,BJSS LTD,NHS South Birmingham
Specialist Cloud Services,01/05/2013,8330,Health,Large,,BJSS LTD,NHS Shared Business Services
Specialist Cloud Services,01/03/2014,6193,Central Government,Large,,SPECIALIST COMPUTER CENTRE,Home Office
Specialist Cloud Services,01/03/2014,18000,Central Government,Large,,SCC (Specialist Computer Centre),Highways Agency
Software as a Service (SaaS),01/12/2012,48750,Central Government,SME,,IXIS IT LTD,Care Quality Commission
Software as a Service (SaaS),01/10/2012,45000,Central Government,SME,,IXIS IT LTD,British Council
Specialist Cloud Services,01/03/2014,281.5,Central Government,Large,,SPECIALIST COMPUTER CENTRE,Home Office
Specialist Cloud Services,01/03/2014,300,Central Government,Large,,SCC (Specialist Computer Centre),Highways Agency
Specialist Cloud Services,01/08/2013,4250,Central Government,SME,,Triad Group Plc,Vehicle Certification Agency
Specialist Cloud Services,01/08/2012,10150,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/07/2013,-13300,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,8872.5,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,1482,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/06/2013,13300,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/07/2013,8645,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/08/2013,7410,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/04/2013,14700,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/09/2012,13650,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/02/2013,12250,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/03/2013,12950,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/12/2012,9625,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/06/2012,1925,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/01/2013,2800,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/10/2012,14350,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/08/2013,6142.5,Health,Large,,BJSS LTD,Health Education England
Specialist Cloud Services,01/05/2013,13300,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/11/2012,14175,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/01/2013,6650,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/07/2012,15225,Health,Large,,BJSS LTD,NHS Connecting for Health
Specialist Cloud Services,01/01/2014,51600,Local Government,SME,,ARCUS GLOBAL LTD,London Borough of Hounslow Council
Specialist Cloud Services,01/01/2014,51600,Local Government,SME,,ARCUS GLOBAL LTD,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,39990,Local Government,SME,,ARCUS GLOBAL LTD,London Borough of Hounslow Council
Software as a Service (SaaS),01/06/2013,2700,Central Government,SME,,IXIS IT LTD,Care Quality Commission
Software as a Service (SaaS),01/07/2013,10671,Central Government,SME,,IXIS IT LTD,Care Quality Commission
Software as a Service (SaaS),01/07/2013,3750,Local Government,SME,,IXIS IT LTD,Bristol City Council
Software as a Service (SaaS),01/07/2013,11250,Local Government,SME,,IXIS IT LTD,Bristol City Council
Specialist Cloud Services,01/01/2013,6500,Central Government,SME,,UNBOXED CONSULTING,Cabinet Office
Specialist Cloud Services,01/02/2013,5850,Central Government,SME,,UNBOXED CONSULTING,Cabinet Office
Specialist Cloud Services,01/04/2013,8450,Central Government,SME,,UNBOXED CONSULTING,Cabinet Office
Specialist Cloud Services,01/03/2013,13045,Central Government,SME,,UNBOXED CONSULTING,Cabinet Office
Specialist Cloud Services,01/02/2013,3250,Central Government,SME,,UNBOXED CONSULTING,Cabinet Office
Specialist Cloud Services,01/03/2013,3250,Central Government,SME,,UNBOXED CONSULTING,Cabinet Office
Specialist Cloud Services,01/03/2013,2925,Central Government,SME,,UNBOXED CONSULTING,Cabinet Office
Specialist Cloud Services,01/02/2013,2925,Central Government,SME,,UNBOXED CONSULTING,Cabinet Office
Specialist Cloud Services,01/01/2013,7150,Central Government,SME,,UNBOXED CONSULTING,Cabinet Office
Specialist Cloud Services,01/02/2013,3204.5,Central Government,SME,,UNBOXED CONSULTING,Cabinet Office
Specialist Cloud Services,01/04/2013,700,Devolved Administrations,SME,,Info-Assure,Department Of Education
Specialist Cloud Services,01/04/2013,37.5,Devolved Administrations,SME,,Info-Assure,Department Of Education
Specialist Cloud Services,01/02/2014,45335.19,Central Government,SME,,Digi2al Limited,Skills Funding Agency
Specialist Cloud Services,01/03/2014,105726.77,Central Government,SME,,Digi2al Limited,Skills Funding Agency
Software as a Service (SaaS),01/07/2012,5700,Central Government,SME,,GOVDELIVERY INC,Home Office
Software as a Service (SaaS),01/04/2012,7982,Central Government,SME,,GOVDELIVERY INC,Department for Work And Pensions
Software as a Service (SaaS),01/07/2012,2043.75,Central Government,SME,,GOVDELIVERY INC,Home Office
Specialist Cloud Services,01/10/2013,34300,Central Government,Large,,The Engine Group,Home Office
Specialist Cloud Services,01/02/2014,8280,Central Government,Large,,The Engine Group,Home Office
Specialist Cloud Services,01/12/2013,102450,Central Government,Large,,The Engine Group,Home Office
Specialist Cloud Services,01/02/2014,173280,Central Government,Large,,The Engine Group,Home Office
Specialist Cloud Services,01/01/2014,132830,Central Government,Large,,The Engine Group,Home Office
Specialist Cloud Services,01/03/2014,240780,Central Government,Large,,The Engine Group,Home Office
Specialist Cloud Services,01/11/2013,43380,Central Government,Large,,The Engine Group,Home Office
Specialist Cloud Services,01/03/2014,295,Central Government,SME,,Advent IM,National Archives The
Specialist Cloud Services,01/01/2014,1800,Central Government,SME,,Purple Tuesday Limited,ConstructionSkills
Specialist Cloud Services,01/01/2014,6300,Central Government,SME,,Purple Tuesday Limited,ConstructionSkills
Software as a Service (SaaS),01/07/2013,424000,Local Government,Large,,Agilisys Ltd,Wigan Metropolitan Borough Council
Specialist Cloud Services,01/11/2013,11450,Central Government,SME,,Redweb Ltd,National Crime Agency
Software as a Service (SaaS),01/06/2013,11964,Devolved Administrations,SME,,GOVDELIVERY INC,Audit Scotland
Software as a Service (SaaS),01/10/2012,10318.25,Central Government,SME,,GOVDELIVERY INC,Food Standards Agency
Software as a Service (SaaS),01/11/2012,10318,Central Government,SME,,GOVDELIVERY INC,Food Standards Agency
Software as a Service (SaaS),01/10/2012,30318.25,Central Government,SME,,GOVDELIVERY INC,Food Standards Agency
Software as a Service (SaaS),01/05/2013,2490,Central Government,SME,,GOVDELIVERY INC,Cabinet Office
Software as a Service (SaaS),01/03/2013,10318,Central Government,SME,,GOVDELIVERY INC,Cabinet Office
Software as a Service (SaaS),01/09/2013,12808.25,Central Government,SME,,GOVDELIVERY INC,Cabinet Office
Software as a Service (SaaS),01/11/2013,12808.25,Central Government,SME,,GOVDELIVERY INC,Cabinet Office
Software as a Service (SaaS),01/10/2013,3400,Central Government,SME,,GOVDELIVERY INC,Cabinet Office
Software as a Service (SaaS),01/03/2013,2490,Central Government,SME,,GOVDELIVERY INC,Cabinet Office
Software as a Service (SaaS),01/10/2013,12808.25,Central Government,SME,,GOVDELIVERY INC,Cabinet Office
Software as a Service (SaaS),01/06/2013,2490,Central Government,SME,,GOVDELIVERY INC,Cabinet Office
Software as a Service (SaaS),01/04/2013,2490,Central Government,SME,,GOVDELIVERY INC,Cabinet Office
Software as a Service (SaaS),01/10/2013,3980,Central Government,SME,,GOVDELIVERY INC,HM Revenue and Customs
Software as a Service (SaaS),01/12/2012,10318,Central Government,SME,,GOVDELIVERY INC,Food Standards Agency
Software as a Service (SaaS),01/01/2013,10318,Central Government,SME,,GOVDELIVERY INC,Food Standards Agency
Software as a Service (SaaS),01/02/2013,10318,Central Government,SME,,GOVDELIVERY INC,Food Standards Agency
Software as a Service (SaaS),01/12/2013,21062.92,Central Government,SME,,GOVDELIVERY INC,Cabinet Office
